polarity	predict	P(s=-1)	P(s=1)
1	1	0.13241	0.86759
1	1	0.36105	0.63895
-1	-1	0.52557	0.47443
-1	-1	0.70690	0.29310
-1	-1	0.64958	0.35042
1	1	0.35241	0.64759
1	1	0.27465	0.72535
1	1	0.34768	0.65232
1	1	0.44672	0.55328
-1	-1	0.74028	0.25972
-1	-1	0.97535	0.02465
-1	-1	0.57698	0.42302
-1	-1	0.68567	0.31433
-1	-1	0.86482	0.13518
-1	1	0.46195	0.53805
-1	-1	0.63820	0.36180
-1	1	0.49772	0.50228
-1	-1	0.80832	0.19168
1	1	0.33197	0.66803
1	1	0.20539	0.79461
1	1	0.35097	0.64903
1	1	0.35450	0.64550
-1	-1	0.82403	0.17597
-1	-1	0.68021	0.31979
-1	-1	0.57726	0.42274
-1	-1	0.62520	0.37480
-1	-1	0.64038	0.35962
-1	-1	0.58779	0.41221
1	1	0.28332	0.71668
-1	-1	0.78248	0.21752
1	1	0.39609	0.60391
1	1	0.17211	0.82789
1	1	0.36521	0.63479
-1	-1	0.70427	0.29573
1	1	0.38747	0.61253
-1	-1	0.61944	0.38056
-1	-1	0.71890	0.28110
1	-1	0.50890	0.49110
1	1	0.48191	0.51809
-1	1	0.34997	0.65003
-1	-1	0.89916	0.10084
-1	-1	0.51587	0.48413
1	1	0.30209	0.69791
1	1	0.33804	0.66196
-1	-1	0.81392	0.18608
-1	-1	0.80825	0.19175
1	1	0.12456	0.87544
-1	-1	0.80287	0.19713
1	1	0.26586	0.73414
-1	-1	0.67224	0.32776
-1	1	0.44205	0.55795
1	1	0.26174	0.73826
-1	-1	0.72335	0.27665
1	1	0.37811	0.62189
1	1	0.29517	0.70483
-1	-1	0.58068	0.41932
1	1	0.22521	0.77479
1	1	0.19514	0.80486
1	1	0.11612	0.88388
1	-1	0.50111	0.49889
-1	-1	0.64890	0.35110
-1	-1	0.62398	0.37602
1	1	0.32342	0.67658
1	1	0.22359	0.77641
1	1	0.33118	0.66882
-1	-1	0.70601	0.29399
-1	-1	0.81083	0.18917
-1	-1	0.54507	0.45493
1	1	0.30016	0.69984
1	1	0.21106	0.78894
1	1	0.23578	0.76422
-1	1	0.45158	0.54842
-1	1	0.42532	0.57468
-1	-1	0.68252	0.31748
-1	-1	0.73933	0.26067
1	1	0.20725	0.79275
1	1	0.31386	0.68614
-1	1	0.47577	0.52423
1	1	0.22527	0.77473
-1	1	0.46850	0.53150
-1	-1	0.50582	0.49418
1	1	0.30852	0.69148
1	1	0.36040	0.63960
1	1	0.30325	0.69675
-1	-1	0.80316	0.19684
-1	1	0.41630	0.58370
-1	-1	0.72826	0.27174
1	1	0.46380	0.53620
1	1	0.47931	0.52069
-1	-1	0.76447	0.23553
1	1	0.42799	0.57201
1	1	0.33151	0.66849
1	1	0.44402	0.55598
1	1	0.26140	0.73860
1	-1	0.56282	0.43718
1	-1	0.55882	0.44118
-1	-1	0.79723	0.20277
1	-1	0.57344	0.42656
-1	-1	0.58490	0.41510
1	1	0.23925	0.76075
1	1	0.20927	0.79073
-1	1	0.22687	0.77313
1	1	0.19730	0.80270
1	1	0.31784	0.68216
-1	-1	0.81886	0.18114
1	1	0.43056	0.56944
-1	1	0.47911	0.52089
-1	-1	0.71344	0.28656
1	1	0.38761	0.61239
-1	-1	0.69016	0.30984
-1	-1	0.70595	0.29405
-1	-1	0.61158	0.38842
1	1	0.29900	0.70100
-1	-1	0.75097	0.24903
-1	-1	0.63610	0.36390
-1	-1	0.77447	0.22553
-1	-1	0.68922	0.31078
1	1	0.31137	0.68863
-1	-1	0.84409	0.15591
-1	-1	0.66756	0.33244
-1	-1	0.68792	0.31208
1	1	0.45285	0.54715
-1	-1	0.54811	0.45189
-1	-1	0.69486	0.30514
1	1	0.23276	0.76724
-1	-1	0.75550	0.24450
1	1	0.31341	0.68659
-1	-1	0.67242	0.32758
-1	-1	0.64364	0.35636
-1	-1	0.52449	0.47551
-1	-1	0.86786	0.13214
-1	-1	0.72333	0.27667
1	1	0.48600	0.51400
-1	-1	0.69405	0.30595
-1	1	0.43879	0.56121
1	1	0.23854	0.76146
-1	-1	0.61547	0.38453
1	1	0.41374	0.58626
1	1	0.17042	0.82958
1	1	0.41230	0.58770
1	1	0.38580	0.61420
1	1	0.22551	0.77449
1	1	0.05899	0.94101
-1	-1	0.72140	0.27860
1	1	0.34110	0.65890
1	1	0.30765	0.69235
1	1	0.48551	0.51449
1	1	0.30492	0.69508
1	1	0.28695	0.71305
-1	1	0.44923	0.55077
-1	-1	0.78147	0.21853
-1	1	0.49333	0.50667
1	1	0.28783	0.71217
-1	-1	0.93498	0.06502
-1	-1	0.68700	0.31300
-1	-1	0.83441	0.16559
-1	-1	0.81429	0.18571
-1	-1	0.67179	0.32821
-1	-1	0.81968	0.18032
1	1	0.23234	0.76766
1	1	0.41213	0.58787
-1	-1	0.61708	0.38292
1	1	0.40694	0.59306
1	1	0.26015	0.73985
-1	-1	0.87868	0.12132
-1	-1	0.68819	0.31181
-1	-1	0.72331	0.27669
-1	-1	0.66900	0.33100
-1	-1	0.59137	0.40863
-1	-1	0.53293	0.46707
1	1	0.23757	0.76243
1	1	0.34900	0.65100
1	-1	0.57818	0.42182
1	-1	0.57472	0.42528
-1	-1	0.52043	0.47957
-1	-1	0.75413	0.24587
1	1	0.46977	0.53023
1	1	0.46073	0.53927
-1	1	0.43671	0.56329
-1	-1	0.53819	0.46181
1	1	0.13532	0.86468
-1	-1	0.79239	0.20761
1	1	0.42783	0.57217
-1	-1	0.56242	0.43758
1	1	0.44574	0.55426
-1	-1	0.59675	0.40325
1	1	0.08007	0.91993
1	1	0.25529	0.74471
-1	-1	0.81987	0.18013
-1	-1	0.79411	0.20589
-1	-1	0.77125	0.22875
1	1	0.17881	0.82119
1	1	0.31754	0.68246
1	1	0.21604	0.78396
1	1	0.26885	0.73115
1	-1	0.52219	0.47781
1	1	0.34959	0.65041
1	1	0.23781	0.76219
-1	-1	0.57338	0.42662
1	1	0.37945	0.62055
-1	-1	0.80228	0.19772
1	1	0.35124	0.64876
1	1	0.21181	0.78819
-1	-1	0.77206	0.22794
-1	-1	0.70810	0.29190
-1	-1	0.73304	0.26696
1	-1	0.51141	0.48859
1	1	0.31455	0.68545
-1	-1	0.77039	0.22961
1	1	0.20855	0.79145
1	1	0.45426	0.54574
-1	1	0.49644	0.50356
-1	-1	0.82600	0.17400
1	1	0.39236	0.60764
-1	-1	0.67982	0.32018
-1	1	0.38541	0.61459
1	1	0.40481	0.59519
-1	-1	0.67580	0.32420
-1	-1	0.51048	0.48952
1	1	0.12504	0.87496
-1	-1	0.60727	0.39273
-1	-1	0.55374	0.44626
1	1	0.36029	0.63971
1	1	0.40175	0.59825
1	1	0.27499	0.72501
-1	-1	0.58367	0.41633
1	1	0.27949	0.72051
1	1	0.35089	0.64911
1	1	0.23158	0.76842
-1	-1	0.78638	0.21362
1	1	0.24303	0.75697
1	1	0.22016	0.77984
1	1	0.41231	0.58769
-1	-1	0.70239	0.29761
1	1	0.34972	0.65028
-1	-1	0.77414	0.22586
-1	-1	0.73862	0.26138
1	1	0.35961	0.64039
1	1	0.15172	0.84828
-1	-1	0.71442	0.28558
1	1	0.35495	0.64505
-1	-1	0.80694	0.19306
-1	-1	0.57632	0.42368
-1	-1	0.67160	0.32840
1	1	0.37452	0.62548
1	1	0.21483	0.78517
-1	-1	0.53743	0.46257
-1	-1	0.59708	0.40292
1	1	0.39173	0.60827
1	1	0.45125	0.54875
-1	-1	0.61706	0.38294
-1	-1	0.83438	0.16562
-1	-1	0.70330	0.29670
-1	1	0.35285	0.64715
-1	-1	0.87350	0.12650
-1	-1	0.72216	0.27784
-1	-1	0.77124	0.22876
1	1	0.40559	0.59441
-1	1	0.45123	0.54877
1	1	0.17102	0.82898
-1	-1	0.72242	0.27758
-1	-1	0.52524	0.47476
1	1	0.35372	0.64628
-1	-1	0.55062	0.44938
-1	-1	0.68994	0.31006
-1	-1	0.57219	0.42781
1	1	0.41807	0.58193
1	1	0.25072	0.74928
1	1	0.47560	0.52440
-1	-1	0.61149	0.38851
-1	-1	0.83150	0.16850
1	1	0.20745	0.79255
1	1	0.14173	0.85827
-1	-1	0.77703	0.22297
1	1	0.42433	0.57567
-1	-1	0.66022	0.33978
1	1	0.20371	0.79629
1	1	0.42442	0.57558
-1	-1	0.52731	0.47269
1	1	0.45837	0.54163
1	1	0.28769	0.71231
-1	-1	0.76065	0.23935
-1	-1	0.61533	0.38467
1	1	0.35316	0.64684
1	1	0.35457	0.64543
-1	-1	0.77175	0.22825
-1	-1	0.70245	0.29755
-1	-1	0.63212	0.36788
-1	-1	0.60761	0.39239
-1	-1	0.52870	0.47130
-1	-1	0.81421	0.18579
1	1	0.36011	0.63989
1	1	0.13666	0.86334
1	1	0.13755	0.86245
-1	-1	0.74097	0.25903
1	1	0.36100	0.63900
1	1	0.40139	0.59861
1	-1	0.50909	0.49091
1	1	0.43289	0.56711
1	1	0.46093	0.53907
-1	-1	0.65347	0.34653
1	1	0.39214	0.60786
1	1	0.48462	0.51538
-1	-1	0.84657	0.15343
1	1	0.32381	0.67619
1	1	0.18326	0.81674
1	1	0.17778	0.82222
1	1	0.17297	0.82703
-1	-1	0.81199	0.18801
-1	-1	0.69712	0.30288
-1	-1	0.74814	0.25186
1	-1	0.52194	0.47806
-1	-1	0.64033	0.35967
-1	-1	0.62210	0.37790
1	1	0.33336	0.66664
1	1	0.47594	0.52406
1	1	0.36417	0.63583
1	1	0.38088	0.61912
-1	-1	0.69707	0.30293
1	1	0.34654	0.65346
1	1	0.17974	0.82026
-1	1	0.45510	0.54490
1	1	0.43076	0.56924
-1	1	0.19841	0.80159
-1	-1	0.94331	0.05669
-1	-1	0.63603	0.36397
1	1	0.42637	0.57363
1	1	0.12867	0.87133
1	1	0.45826	0.54174
-1	-1	0.82241	0.17759
1	1	0.48042	0.51958
-1	-1	0.72444	0.27556
-1	-1	0.78199	0.21801
-1	-1	0.60049	0.39951
-1	-1	0.84134	0.15866
1	1	0.18462	0.81538
-1	-1	0.86480	0.13520
1	1	0.32532	0.67468
1	1	0.37966	0.62034
1	1	0.24169	0.75831
1	1	0.17928	0.82072
1	-1	0.79626	0.20374
1	1	0.37967	0.62033
1	-1	0.52487	0.47513
1	1	0.13129	0.86871
-1	1	0.47936	0.52064
1	1	0.26360	0.73640
1	1	0.32722	0.67278
1	-1	0.55257	0.44743
-1	-1	0.75771	0.24229
1	1	0.29758	0.70242
-1	1	0.37740	0.62260
1	1	0.23225	0.76775
1	1	0.16393	0.83607
1	1	0.27226	0.72774
1	1	0.31802	0.68198
-1	-1	0.87980	0.12020
-1	-1	0.64206	0.35794
1	1	0.28071	0.71929
-1	1	0.30351	0.69649
-1	-1	0.74680	0.25320
1	1	0.19624	0.80376
1	1	0.16490	0.83510
-1	-1	0.72268	0.27732
1	1	0.25258	0.74742
1	1	0.42751	0.57249
-1	-1	0.68994	0.31006
-1	-1	0.70849	0.29151
1	1	0.45878	0.54122
1	1	0.32301	0.67699
-1	-1	0.55328	0.44672
-1	-1	0.96342	0.03658
-1	1	0.42077	0.57923
1	1	0.42966	0.57034
-1	-1	0.54478	0.45522
-1	-1	0.74841	0.25159
-1	-1	0.74769	0.25231
1	1	0.19346	0.80654
-1	1	0.44630	0.55370
-1	-1	0.70605	0.29395
-1	-1	0.82579	0.17421
-1	-1	0.52590	0.47410
1	1	0.17954	0.82046
-1	-1	0.68665	0.31335
-1	-1	0.68960	0.31040
1	-1	0.66070	0.33930
1	1	0.31204	0.68796
1	1	0.32474	0.67526
1	1	0.31505	0.68495
1	1	0.20858	0.79142
-1	-1	0.70764	0.29236
-1	-1	0.74596	0.25404
-1	-1	0.91382	0.08618
-1	-1	0.68232	0.31768
-1	-1	0.59337	0.40663
-1	-1	0.62440	0.37560
-1	-1	0.57333	0.42667
-1	1	0.38946	0.61054
1	1	0.25255	0.74745
-1	-1	0.80166	0.19834
1	1	0.48742	0.51258
1	1	0.31574	0.68426
-1	-1	0.73945	0.26055
-1	-1	0.68033	0.31967
1	1	0.17320	0.82680
1	1	0.31084	0.68916
-1	1	0.28710	0.71290
-1	-1	0.70260	0.29740
-1	1	0.43711	0.56289
1	1	0.17258	0.82742
1	1	0.36942	0.63058
-1	-1	0.67601	0.32399
-1	-1	0.65216	0.34784
1	1	0.45636	0.54364
-1	-1	0.59388	0.40612
1	1	0.36096	0.63904
1	-1	0.51662	0.48338
-1	1	0.45097	0.54903
1	1	0.27192	0.72808
-1	1	0.31997	0.68003
1	1	0.25584	0.74416
-1	-1	0.51571	0.48429
-1	-1	0.89456	0.10544
-1	-1	0.72801	0.27199
1	1	0.44733	0.55267
-1	-1	0.70784	0.29216
-1	-1	0.58335	0.41665
1	1	0.35615	0.64385
1	1	0.34147	0.65853
1	1	0.47709	0.52291
1	1	0.35138	0.64862
1	1	0.18233	0.81767
-1	-1	0.71436	0.28564
1	1	0.42692	0.57308
-1	-1	0.77350	0.22650
1	1	0.23005	0.76995
-1	-1	0.69257	0.30743
-1	-1	0.71560	0.28440
-1	1	0.22604	0.77396
1	1	0.05170	0.94830
1	1	0.18505	0.81495
-1	1	0.32533	0.67467
1	1	0.28668	0.71332
1	-1	0.57921	0.42079
-1	-1	0.90104	0.09896
-1	-1	0.77862	0.22138
-1	-1	0.83214	0.16786
1	1	0.34409	0.65591
-1	-1	0.82617	0.17383
1	1	0.36276	0.63724
-1	-1	0.66360	0.33640
1	1	0.21242	0.78758
-1	-1	0.94314	0.05686
-1	-1	0.63595	0.36405
-1	-1	0.78451	0.21549
-1	-1	0.66830	0.33170
1	1	0.17424	0.82576
1	1	0.24729	0.75271
-1	-1	0.59651	0.40349
-1	-1	0.81038	0.18962
1	1	0.06648	0.93352
1	1	0.19249	0.80751
-1	-1	0.78013	0.21987
1	1	0.40671	0.59329
1	1	0.30515	0.69485
1	1	0.36687	0.63313
-1	-1	0.71694	0.28306
-1	-1	0.57158	0.42842
-1	-1	0.64271	0.35729
-1	-1	0.61198	0.38802
-1	1	0.44843	0.55157
1	1	0.29072	0.70928
1	1	0.20782	0.79218
1	1	0.31170	0.68830
1	1	0.28943	0.71057
-1	-1	0.58808	0.41192
1	1	0.39799	0.60201
1	1	0.33450	0.66550
1	1	0.48898	0.51102
-1	-1	0.70071	0.29929
-1	-1	0.64197	0.35803
-1	-1	0.56288	0.43712
-1	-1	0.56534	0.43466
-1	-1	0.85844	0.14156
1	1	0.44070	0.55930
-1	-1	0.71265	0.28735
1	1	0.22900	0.77100
-1	-1	0.73319	0.26681
-1	-1	0.62563	0.37437
1	1	0.38349	0.61651
1	1	0.33330	0.66670
1	1	0.16257	0.83743
1	1	0.29575	0.70425
-1	-1	0.58449	0.41551
-1	-1	0.69439	0.30561
-1	-1	0.50885	0.49115
-1	-1	0.58352	0.41648
-1	-1	0.66999	0.33001
-1	-1	0.50437	0.49563
1	1	0.36809	0.63191
1	1	0.46808	0.53192
1	1	0.35861	0.64139
-1	-1	0.69764	0.30236
-1	-1	0.82908	0.17092
1	1	0.17428	0.82572
1	1	0.35918	0.64082
-1	-1	0.56567	0.43433
-1	-1	0.68008	0.31992
1	1	0.40561	0.59439
-1	-1	0.51190	0.48810
1	1	0.29166	0.70834
-1	-1	0.58535	0.41465
1	1	0.20671	0.79329
1	1	0.23885	0.76115
-1	-1	0.53981	0.46019
-1	-1	0.52783	0.47217
-1	-1	0.77526	0.22474
-1	-1	0.78687	0.21313
-1	1	0.44188	0.55812
-1	-1	0.62944	0.37056
1	1	0.46013	0.53987
1	1	0.27616	0.72384
1	1	0.09942	0.90058
1	-1	0.51439	0.48561
1	1	0.45321	0.54679
1	1	0.37414	0.62586
-1	-1	0.72043	0.27957
-1	-1	0.68540	0.31460
-1	-1	0.65559	0.34441
-1	-1	0.73777	0.26223
1	1	0.48815	0.51185
-1	-1	0.75845	0.24155
1	1	0.32448	0.67552
-1	1	0.43664	0.56336
1	1	0.19563	0.80437
1	1	0.33703	0.66297
-1	-1	0.83933	0.16067
-1	-1	0.56161	0.43839
-1	-1	0.52069	0.47931
1	1	0.48442	0.51558
-1	-1	0.53739	0.46261
1	1	0.41678	0.58322
-1	-1	0.57292	0.42708
1	1	0.18569	0.81431
1	1	0.20288	0.79712
1	1	0.33101	0.66899
-1	-1	0.60557	0.39443
1	-1	0.58728	0.41272
1	1	0.29204	0.70796
1	1	0.21356	0.78644
-1	-1	0.53283	0.46717
1	1	0.34851	0.65149
1	1	0.22272	0.77728
-1	-1	0.61470	0.38530
1	-1	0.66480	0.33520
-1	-1	0.64389	0.35611
1	1	0.32122	0.67878
1	1	0.39022	0.60978
-1	-1	0.66966	0.33034
1	1	0.48702	0.51298
1	1	0.32989	0.67011
-1	-1	0.61894	0.38106
1	1	0.47875	0.52125
-1	-1	0.55202	0.44798
-1	-1	0.58587	0.41413
-1	-1	0.59333	0.40667
1	1	0.44074	0.55926
-1	-1	0.72849	0.27151
1	-1	0.57573	0.42427
1	1	0.24043	0.75957
-1	-1	0.62105	0.37895
-1	-1	0.62567	0.37433
-1	-1	0.95358	0.04642
-1	1	0.47759	0.52241
-1	-1	0.54846	0.45154
-1	-1	0.56744	0.43256
-1	-1	0.60971	0.39029
-1	-1	0.59917	0.40083
-1	-1	0.63421	0.36579
-1	-1	0.64479	0.35521
-1	-1	0.74277	0.25723
1	1	0.41616	0.58384
-1	-1	0.81699	0.18301
1	1	0.31584	0.68416
1	1	0.42516	0.57484
1	-1	0.50583	0.49417
-1	-1	0.57099	0.42901
-1	-1	0.68661	0.31339
-1	1	0.36072	0.63928
1	1	0.33522	0.66478
-1	-1	0.72880	0.27120
-1	1	0.39109	0.60891
-1	-1	0.76568	0.23432
-1	-1	0.58984	0.41016
-1	-1	0.69214	0.30786
-1	-1	0.69923	0.30077
-1	1	0.47160	0.52840
-1	-1	0.69316	0.30684
-1	-1	0.61890	0.38110
1	1	0.11001	0.88999
1	-1	0.73757	0.26243
-1	-1	0.65246	0.34754
1	1	0.44786	0.55214
-1	-1	0.75869	0.24131
1	1	0.41941	0.58059
-1	-1	0.86168	0.13832
1	1	0.30421	0.69579
1	1	0.43981	0.56019
1	1	0.33856	0.66144
1	1	0.34080	0.65920
-1	-1	0.63473	0.36527
-1	-1	0.84312	0.15688
-1	-1	0.83933	0.16067
1	1	0.48634	0.51366
-1	-1	0.66263	0.33737
1	1	0.49501	0.50499
1	1	0.17111	0.82889
1	1	0.41728	0.58272
1	1	0.37521	0.62479
1	1	0.19929	0.80071
-1	-1	0.85592	0.14408
1	1	0.41944	0.58056
-1	-1	0.70846	0.29154
-1	-1	0.78632	0.21368
1	1	0.25516	0.74484
-1	-1	0.71219	0.28781
-1	-1	0.59319	0.40681
1	1	0.29681	0.70319
-1	-1	0.69171	0.30829
-1	-1	0.57814	0.42186
-1	-1	0.86124	0.13876
-1	-1	0.69467	0.30533
-1	-1	0.79414	0.20586
1	1	0.33626	0.66374
-1	-1	0.53140	0.46860
1	-1	0.52422	0.47578
1	1	0.21258	0.78742
-1	-1	0.60392	0.39608
-1	-1	0.62272	0.37728
-1	-1	0.67231	0.32769
1	1	0.45248	0.54752
-1	-1	0.66968	0.33032
1	1	0.39372	0.60628
1	-1	0.60847	0.39153
1	1	0.21157	0.78843
1	1	0.44451	0.55549
1	1	0.39505	0.60495
1	1	0.47069	0.52931
1	1	0.27564	0.72436
-1	1	0.34077	0.65923
1	-1	0.59445	0.40555
-1	-1	0.57169	0.42831
1	-1	0.52020	0.47980
1	1	0.29208	0.70792
1	1	0.29243	0.70757
-1	1	0.40237	0.59763
1	-1	0.60974	0.39026
1	1	0.29711	0.70289
-1	-1	0.78396	0.21604
1	1	0.33010	0.66990
1	-1	0.54460	0.45540
1	1	0.36719	0.63281
-1	-1	0.60041	0.39959
-1	-1	0.56414	0.43586
-1	-1	0.53257	0.46743
-1	-1	0.83144	0.16856
-1	1	0.26129	0.73871
1	1	0.29027	0.70973
1	-1	0.52632	0.47368
1	1	0.40474	0.59526
-1	-1	0.58227	0.41773
-1	-1	0.60702	0.39298
-1	-1	0.69040	0.30960
-1	-1	0.72817	0.27183
-1	-1	0.95270	0.04730
-1	-1	0.80397	0.19603
-1	-1	0.75877	0.24123
-1	-1	0.66227	0.33773
1	1	0.31287	0.68713
-1	-1	0.70009	0.29991
1	1	0.21676	0.78324
-1	-1	0.65699	0.34301
1	1	0.19259	0.80741
-1	-1	0.56486	0.43514
-1	-1	0.77000	0.23000
-1	-1	0.81257	0.18743
1	1	0.48182	0.51818
-1	-1	0.55590	0.44410
-1	-1	0.94329	0.05671
1	1	0.43816	0.56184
-1	-1	0.84058	0.15942
1	1	0.23399	0.76601
-1	-1	0.60457	0.39543
-1	-1	0.57367	0.42633
-1	-1	0.66660	0.33340
-1	-1	0.78195	0.21805
1	1	0.41655	0.58345
-1	-1	0.64603	0.35397
-1	-1	0.87722	0.12278
1	1	0.38978	0.61022
1	1	0.23622	0.76378
-1	-1	0.73885	0.26115
1	1	0.18979	0.81021
1	1	0.27511	0.72489
1	1	0.17850	0.82150
1	1	0.28232	0.71768
-1	1	0.41338	0.58662
-1	-1	0.88407	0.11593
1	1	0.37450	0.62550
-1	-1	0.60717	0.39283
-1	-1	0.74897	0.25103
-1	-1	0.83291	0.16709
1	1	0.13030	0.86970
-1	1	0.41116	0.58884
-1	-1	0.62502	0.37498
1	1	0.49682	0.50318
1	-1	0.58325	0.41675
-1	-1	0.73505	0.26495
-1	-1	0.84286	0.15714
1	1	0.24196	0.75804
-1	-1	0.55083	0.44917
1	1	0.41331	0.58669
-1	-1	0.71219	0.28781
-1	-1	0.66492	0.33508
1	1	0.41909	0.58091
-1	-1	0.56532	0.43468
-1	-1	0.69603	0.30397
-1	1	0.49144	0.50856
-1	-1	0.57561	0.42439
1	1	0.20833	0.79167
-1	1	0.45640	0.54360
1	1	0.28393	0.71607
1	1	0.35200	0.64800
-1	-1	0.63984	0.36016
-1	-1	0.64000	0.36000
1	1	0.33305	0.66695
-1	-1	0.91472	0.08528
1	1	0.34657	0.65343
1	1	0.48332	0.51668
-1	-1	0.59643	0.40357
-1	-1	0.67869	0.32131
1	-1	0.64561	0.35439
-1	-1	0.66038	0.33962
1	1	0.23934	0.76066
-1	-1	0.50762	0.49238
-1	-1	0.50517	0.49483
-1	-1	0.69110	0.30890
1	1	0.22166	0.77834
-1	-1	0.80911	0.19089
1	1	0.31229	0.68771
-1	-1	0.76567	0.23433
1	1	0.20557	0.79443
1	1	0.34192	0.65808
1	1	0.25419	0.74581
1	1	0.29458	0.70542
-1	-1	0.73544	0.26456
1	1	0.46184	0.53816
-1	-1	0.75115	0.24885
1	-1	0.54727	0.45273
-1	-1	0.63895	0.36105
-1	-1	0.87998	0.12002
1	1	0.18843	0.81157
1	1	0.19875	0.80125
-1	-1	0.61137	0.38863
1	1	0.43772	0.56228
-1	-1	0.79259	0.20741
1	1	0.47405	0.52595
1	1	0.20209	0.79791
-1	-1	0.83254	0.16746
1	1	0.23946	0.76054
1	1	0.36599	0.63401
-1	-1	0.67846	0.32154
1	1	0.32849	0.67151
1	1	0.30933	0.69067
1	1	0.47290	0.52710
-1	-1	0.80347	0.19653
1	1	0.47426	0.52574
-1	-1	0.70311	0.29689
-1	-1	0.78350	0.21650
-1	-1	0.65906	0.34094
1	1	0.43117	0.56883
-1	-1	0.78689	0.21311
-1	-1	0.78593	0.21407
1	1	0.37701	0.62299
-1	1	0.45588	0.54412
1	-1	0.58133	0.41867
-1	-1	0.51060	0.48940
1	1	0.26152	0.73848
1	1	0.24649	0.75351
1	1	0.39262	0.60738
1	1	0.43065	0.56935
1	1	0.32549	0.67451
-1	-1	0.61287	0.38713
-1	-1	0.64269	0.35731
1	1	0.24828	0.75172
-1	-1	0.62968	0.37032
1	1	0.45978	0.54022
-1	-1	0.73988	0.26012
-1	1	0.39204	0.60796
-1	1	0.43084	0.56916
-1	-1	0.55184	0.44816
-1	-1	0.79821	0.20179
1	1	0.37379	0.62621
-1	-1	0.75069	0.24931
1	1	0.30417	0.69583
1	1	0.31468	0.68532
1	1	0.22005	0.77995
-1	-1	0.60929	0.39071
1	1	0.31912	0.68088
1	1	0.16004	0.83996
-1	-1	0.70471	0.29529
1	-1	0.55724	0.44276
-1	-1	0.55572	0.44428
1	1	0.30938	0.69062
1	1	0.29251	0.70749
1	1	0.21639	0.78361
1	1	0.35979	0.64021
-1	-1	0.79216	0.20784
-1	-1	0.69376	0.30624
1	1	0.35651	0.64349
1	-1	0.52279	0.47721
-1	-1	0.68375	0.31625
1	1	0.38294	0.61706
-1	-1	0.68277	0.31723
1	1	0.41403	0.58597
1	1	0.18517	0.81483
-1	-1	0.81847	0.18153
-1	-1	0.93077	0.06923
-1	-1	0.72305	0.27695
1	1	0.20603	0.79397
1	1	0.45300	0.54700
1	1	0.16319	0.83681
1	1	0.35353	0.64647
1	1	0.15318	0.84682
-1	-1	0.58270	0.41730
-1	-1	0.86557	0.13443
1	1	0.45850	0.54150
-1	-1	0.53350	0.46650
1	1	0.48500	0.51500
1	1	0.48293	0.51707
1	1	0.13302	0.86698
-1	1	0.44790	0.55210
1	1	0.23648	0.76352
1	1	0.38086	0.61914
-1	-1	0.67622	0.32378
-1	-1	0.75751	0.24249
1	1	0.25874	0.74126
1	1	0.20896	0.79104
1	1	0.46083	0.53917
1	1	0.41978	0.58022
-1	-1	0.62011	0.37989
1	1	0.31068	0.68932
-1	-1	0.64217	0.35783
1	1	0.25438	0.74562
1	1	0.45865	0.54135
-1	-1	0.63316	0.36684
1	1	0.14292	0.85708
1	1	0.42136	0.57864
-1	-1	0.61819	0.38181
-1	-1	0.73064	0.26936
1	1	0.16006	0.83994
-1	1	0.44913	0.55087
1	1	0.07829	0.92171
-1	-1	0.63397	0.36603
-1	-1	0.61063	0.38937
1	1	0.26715	0.73285
1	1	0.47313	0.52687
-1	1	0.38474	0.61526
-1	-1	0.75402	0.24598
1	-1	0.51015	0.48985
1	1	0.15228	0.84772
1	-1	0.56294	0.43706
-1	-1	0.60030	0.39970
-1	-1	0.79115	0.20885
1	-1	0.52318	0.47682
1	1	0.31741	0.68259
1	1	0.37140	0.62860
-1	1	0.47495	0.52505
-1	-1	0.52362	0.47638
-1	-1	0.61505	0.38495
-1	-1	0.63312	0.36688
1	1	0.38406	0.61594
-1	-1	0.66362	0.33638
1	1	0.49360	0.50640
-1	-1	0.65784	0.34216
1	1	0.46145	0.53855
-1	-1	0.71050	0.28950
1	1	0.31616	0.68384
-1	-1	0.54606	0.45394
-1	-1	0.69090	0.30910
-1	-1	0.79281	0.20719
-1	-1	0.69344	0.30656
1	1	0.20465	0.79535
-1	-1	0.78992	0.21008
1	1	0.25946	0.74054
1	1	0.18448	0.81552
-1	-1	0.72727	0.27273
1	1	0.47824	0.52176
1	1	0.32819	0.67181
1	1	0.40479	0.59521
1	1	0.45629	0.54371
-1	-1	0.54548	0.45452
1	1	0.35450	0.64550
-1	-1	0.88261	0.11739
1	1	0.24793	0.75207
-1	1	0.35969	0.64031
-1	-1	0.68984	0.31016
-1	-1	0.58933	0.41067
1	-1	0.54018	0.45982
1	1	0.28325	0.71675
1	1	0.33893	0.66107
-1	1	0.46732	0.53268
-1	-1	0.88426	0.11574
1	1	0.39673	0.60327
1	1	0.40496	0.59504
-1	-1	0.75873	0.24127
-1	-1	0.66670	0.33330
-1	-1	0.64959	0.35041
1	1	0.27605	0.72395
1	1	0.34081	0.65919
1	1	0.40033	0.59967
1	1	0.21794	0.78206
-1	1	0.37789	0.62211
1	1	0.40678	0.59322
-1	-1	0.80885	0.19115
1	1	0.16623	0.83377
-1	-1	0.76332	0.23668
1	1	0.27599	0.72401
1	1	0.10924	0.89076
-1	-1	0.66498	0.33502
-1	-1	0.51150	0.48850
